Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Zip Code_enc,City_enc
1,0,0,0,0.375,1,1,0,0,0,0,1,1,1,0.7584830339321358,0.31372052321296984,1,0.8842105263157896,0.5473754448398576,0,1,0,1,0,0,0,0,0,1,0.5,0.5
0,0,1,0,0.2361111111111111,1,0,0,0,0,0,0,0,1,0.5034930139720559,0.1323749539425203,1,0.7578947368421052,0.30360320284697506,0,1,0,1,0,0,0,0,1,0,1.0,0.5
0,0,1,1,0.4861111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.010479041916167664,0.07909796425939575,0,0.15789473684210525,0.3916814946619217,0,0,1,0,0,1,0,0,0,1,0.0,0.0
0,0,0,0,0.5972222222222222,1,1,0,0,0,1,1,1,1,0.812874251497006,0.4849334469417834,1,0.9263157894736842,0.6132117437722419,0,1,0,0,1,0,0,0,1,0,0.5,0.5
1,0,0,0,0.05555555555555555,1,0,-1,-1,-1,-1,-1,-1,1,0.015968063872255467,0.007881586219602065,0,0.7263157894736842,0.7157473309608541,0,0,1,1,0,0,0,1,0,0,0.3333333333333333,0.34782608695652173
0,0,1,0,0.4861111111111111,0,-1,1,0,1,0,1,1,0,0.3453093812375249,0.22233096904937366,0,0.39999999999999997,0.8084964412811387,1,0,0,0,1,0,0,1,0,0,0.0,0.3333333333333333
1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.7110778443113772,0.7496372973470893,0,0.6421052631578947,0.836076512455516,1,0,0,0,0,1,0,1,0,0,0.0,0.25
0,0,0,0,0.861111111111111,0,-1,1,1,1,1,0,0,1,0.250998003992016,0.30148074797347096,0,0.5578947368421052,0.7230871886120996,1,0,0,0,0,1,1,0,0,0,0.0,0.0
1,1,1,1,0.3055555555555555,1,1,0,0,0,0,1,0,0,0.6666666666666665,0.22586588061901255,0,0.46315789473684205,0.14524021352313166,0,1,0,1,0,0,1,0,0,0,0.25,0.2727272727272727
0,0,0,0,0.861111111111111,1,0,0,1,1,1,1,1,1,0.6172654690618764,0.5735480379513633,0,0.7789473684210526,0.7015124555160143,1,0,0,1,0,0,1,0,0,0,0.4,0.4
1,1,0,0,0.027777777777777776,1,1,0,0,1,0,0,1,1,0.6986027944111777,0.020639508106116436,1,0.7894736842105263,0.3741103202846975,0,1,0,1,0,0,0,0,1,0,0.5,0.20833333333333334
0,0,1,0,0.027777777777777776,1,0,0,1,0,1,0,1,1,0.45558882235528947,0.016540392409727343,0,0.5368421052631578,0.5262455516014234,1,0,0,1,0,0,0,0,0,1,0.0,0.0
1,1,0,0,0.6944444444444444,1,1,1,1,0,0,0,0,1,0.6472055888223553,0.47366663596168024,0,0.6631578947368422,0.661476868327402,0,1,0,1,0,0,0,0,1,0,0.2,0.26
0,0,1,0,0.4861111111111111,1,1,0,0,0,0,0,0,1,0.565369261477046,0.2966331982313928,1,0.9368421052631579,0.5862989323843416,0,1,0,1,0,0,0,0,1,0,1.0,0.25
0,0,0,0,0.18055555555555555,0,-1,0,0,0,0,0,0,1,0.06586826347305386,0.03821043662490789,0,0.5052631578947369,0.6539145907473308,1,0,0,1,0,0,1,0,0,0,0.5,0.5
0,0,0,0,0.1388888888888889,1,1,0,0,0,0,1,0,1,0.6736526946107784,0.09604135961680178,1,0.8421052631578947,0.2141903914590747,0,1,0,1,0,0,1,0,0,0,0.5,0.5
1,0,0,0,0.7222222222222222,0,-1,1,1,0,1,0,0,0,0.20508982035928147,0.22822632645541638,0,0.4947368421052632,0.4991103202846975,1,0,0,0,0,1,0,0,0,1,0.25,0.21428571428571427
0,1,1,0,1.0,1,1,-1,-1,-1,-1,-1,-1,1,0.06437125748502992,0.20755227523949893,0,0.6736842105263159,0.45640569395017794,0,0,1,0,0,1,1,0,0,0,0.25,0.25
0,0,1,0,0.9444444444444444,1,1,1,1,1,1,1,1,1,0.7350299401197604,0.7360963983050849,0,0.39999999999999997,0.5444839857651245,1,0,0,0,0,1,0,1,0,0,0.4,0.4
0,0,1,1,0.611111111111111,1,0,0,1,1,1,0,0,1,0.43263473053892215,0.3366859340456891,0,0.6105263157894736,0.5304715302491103,1,0,0,1,0,0,0,0,0,1,0.0,0.0
1,0,0,0,0.986111111111111,1,1,-1,-1,-1,-1,-1,-1,0,0.059880239520958084,0.19794929071481213,0,0.7263157894736842,0.5676156583629893,0,0,1,0,0,1,0,0,1,0,0.25,0.25
0,0,1,0,0.7638888888888888,1,0,1,1,0,1,0,0,0,0.38922155688622756,0.35077376565954316,1,0.6736842105263159,0.7695729537366548,1,0,0,0,0,1,1,0,0,0,1.0,1.0
1,0,0,0,0.6666666666666666,1,1,0,1,1,0,1,1,1,0.8867265469061878,0.589685427413412,1,0.8842105263157896,0.6568060498220639,0,1,0,1,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333
0,1,1,0,0.5277777777777778,1,1,0,1,1,0,1,1,1,0.8388223552894212,0.46163411938098753,0,0.3684210526315789,0.7709074733096085,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,1,1,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.0089820359281437,0.002239544952100221,1,0.831578947368421,0.1917259786476868,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
0,0,1,0,0.6527777777777778,1,1,-1,-1,-1,-1,-1,-1,0,0.06836327345309379,0.13117170228445102,0,0.29473684210526313,0.2571174377224199,0,0,1,1,0,0,0,0,1,0,0.5,0.2653061224489796
0,1,0,0,0.3472222222222222,1,1,0,1,0,0,1,0,1,0.7080838323353293,0.2528728352984525,1,0.894736842105263,0.6330071174377224,0,1,0,1,0,0,0,0,1,0,0.4,0.33884297520661155
0,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,1,1,0.6736526946107784,0.0281929347826087,0,0.3368421052631579,0.11054270462633453,0,1,0,1,0,0,0,0,0,1,0.25,0.25
1,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.26497005988023953,0.005192980840088431,1,0.6842105263157894,0.16392348754448394,1,0,0,1,0,0,0,0,0,1,0.2,0.47058823529411764
1,0,1,1,0.19444444444444442,1,1,0,1,0,1,1,1,0,0.6177644710578842,0.13092414333087696,0,0.2210526315789474,0.8383007117437721,1,0,0,1,0,0,0,1,0,0,0.0,0.0
0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.5204590818363273,0.01487656595431098,0,0.34736842105263155,0.08563167259786475,0,1,0,1,0,0,0,0,0,1,0.0,0.0
0,0,1,1,1.0,1,1,1,1,1,1,1,0,1,0.87375249500998,0.8691737288135595,0,0.16842105263157894,0.6421263345195728,0,1,0,0,0,1,0,1,0,0,0.0,0.0
1,1,0,0,0.041666666666666664,1,0,0,0,1,0,0,0,0,0.5518962075848304,0.02261422254974208,0,0.7263157894736842,0.19239323843416367,0,1,0,1,0,0,0,0,1,0,0.0,0.2653061224489796
0,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,1,0.25998003992015967,0.030029476787030218,1,0.894736842105263,0.5609430604982205,1,0,0,1,0,0,1,0,0,0,1.0,0.5454545454545454
0,0,0,0,1.0,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.16512757921886514,0,0.17894736842105263,0.6198843416370107,0,0,1,0,0,1,1,0,0,0,0.0,0.2222222222222222
0,0,1,0,0.6527777777777778,1,1,0,1,1,1,1,1,1,0.908183632734531,0.5900596444362566,1,0.894736842105263,0.858540925266904,0,1,0,1,0,0,0,0,1,0,0.5,0.5
1,0,1,0,0.7777777777777777,1,1,0,0,1,1,1,1,0,0.8448103792415171,0.6614257092851881,0,0.30526315789473685,0.5629448398576512,0,1,0,0,0,1,1,0,0,0,0.0,0.0
1,0,0,0,0.9444444444444444,1,0,-1,-1,-1,-1,-1,-1,0,0.019461077844311364,0.16406825718496687,0,0.6631578947368422,0.4888790035587188,0,0,1,0,0,1,0,1,0,0,0.25,0.15789473684210525
1,0,1,1,0.19444444444444442,1,1,0,0,0,0,1,0,1,0.6611776447105788,0.1386214996315402,0,0.7894736842105263,0.09986654804270456,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,1,0,0,0.5277777777777778,1,0,-1,-1,-1,-1,-1,-1,0,0.016467065868263464,0.08473424834193073,0,0.6947368421052631,0.6548042704626335,0,0,1,0,0,1,0,0,0,1,0.0,0.0
1,0,1,0,0.5,1,0,0,0,0,0,0,1,0,0.6172654690618764,0.3382518883566692,0,0.3157894736842105,0.7875889679715301,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,0,0,0.6805555555555555,1,1,0,0,0,1,1,1,1,0.8188622754491017,0.5837382553426677,1,0.8105263157894738,0.7967081850533807,0,1,0,0,1,0,1,0,0,0,0.5,0.5
1,0,0,0,0.3055555555555555,1,0,-1,-1,-1,-1,-1,-1,0,0.02295409181636726,0.051889508106116436,0,0.6526315789473685,0.25978647686832734,0,0,1,0,1,0,1,0,0,0,0.0,0.0
1,0,0,0,0.013888888888888888,1,1,0,0,1,0,0,0,1,0.6087824351297404,0.009159681282240238,1,0.9263157894736842,0.793594306049822,0,1,0,1,0,0,0,0,0,1,0.75,0.47058823529411764
1,0,0,0,0.027777777777777776,1,1,0,0,0,0,0,0,1,0.3078842315369261,0.01226856116433309,1,0.9684210526315791,0.692170818505338,1,0,0,1,0,0,0,0,1,0,0.6,0.6
0,0,0,1,0.5555555555555556,1,0,1,1,0,0,0,0,1,0.36626746506986024,0.2463154016212233,1,0.631578947368421,0.17949288256227758,1,0,0,1,0,0,0,0,0,1,0.4,0.4
0,0,1,0,0.1111111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.013473053892215536,0.017726372512896094,0,0.25263157894736843,0.25556049822064053,0,0,1,0,1,0,0,1,0,0,0.25,0.25
0,0,0,0,0.16666666666666666,1,0,1,0,0,1,0,0,0,0.38023952095808383,0.07540185151068535,1,0.894736842105263,0.2313167259786476,1,0,0,1,0,0,0,0,0,1,1.0,1.0
1,0,0,0,0.4305555555555555,1,1,1,1,0,0,1,1,0,0.8562874251497006,0.3691046425939573,0,0.7684210526315789,0.7377669039145908,0,1,0,1,0,0,0,0,1,0,0.25,0.38461538461538464
0,0,1,0,0.041666666666666664,0,-1,0,0,0,0,0,0,0,0.06437125748502992,0.009009994473102433,0,0.6842105263157894,0.1616992882562277,1,0,0,1,0,0,0,0,0,1,0.0,0.0
0,0,1,0,0.9166666666666666,1,1,0,1,0,1,1,1,1,0.8532934131736527,0.7933400884303612,1,0.9473684210526316,0.7786921708185052,0,1,0,0,1,0,0,0,1,0,0.6666666666666666,0.6666666666666666
0,0,0,0,0.027777777777777776,0,-1,0,0,0,0,0,0,0,0.05738522954091815,0.004427275239498895,0,0.7578947368421052,0.11387900355871883,1,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
0,0,0,0,0.3055555555555555,1,1,0,0,0,0,0,1,0,0.6437125748502994,0.20717805821665441,0,0.5684210526315789,0.7459964412811387,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,1,0,0.9444444444444444,1,0,1,0,0,1,0,0,0,0.37275449101796404,0.44316507000736927,0,0.7578947368421052,0.702179715302491,1,0,0,0,1,0,1,0,0,0,0.5,0.5
1,0,1,0,0.3333333333333333,1,1,1,1,0,0,1,1,0,0.597305389221557,0.21098931466470158,0,0.7578947368421052,0.11187722419928825,1,0,0,0,1,0,0,0,1,0,0.0,0.0
0,0,0,0,0.013888888888888888,1,1,-1,-1,-1,-1,-1,-1,1,0.06437125748502992,0.0028785924834193078,0,0.5052631578947369,0.08185053380782914,0,0,1,1,0,0,0,0,0,1,0.0,0.0
0,0,0,1,0.013888888888888888,1,0,1,1,0,1,0,1,1,0.5179640718562875,0.00811187361827561,0,0.5052631578947369,0.15636120996441283,1,0,0,1,0,0,1,0,0,0,0.0,0.0
0,0,0,0,0.38888888888888884,0,-1,0,0,0,1,0,0,1,0.1152694610778443,0.09336426860722183,0,0.2736842105263158,0.1445729537366548,1,0,0,1,0,0,0,1,0,0,0.4,0.3
0,0,0,0,0.09722222222222221,1,1,0,0,1,0,1,0,1,0.7065868263473054,0.07275354642593959,1,0.9052631578947368,0.4784252669039145,0,1,0,1,0,0,0,1,0,0,0.3333333333333333,0.3333333333333333
1,0,0,0,0.013888888888888888,1,0,0,0,1,1,1,1,0,0.5543912175648702,0.008532148120854828,0,0.18947368421052632,0.19951067615658358,1,0,0,0,1,0,0,1,0,0,0.0,0.0
1,0,1,0,0.5,1,1,0,1,1,0,1,0,1,0.7864271457085827,0.39815539793662497,1,0.8526315789473684,0.5651690391459073,0,1,0,1,0,0,1,0,0,0,0.5,0.2727272727272727
1,0,0,0,0.013888888888888888,1,1,0,1,0,0,0,0,1,0.6152694610778444,0.00923452468680914,1,0.894736842105263,0.2342081850533807,0,1,0,1,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666
0,0,1,1,0.06944444444444445,1,0,-1,-1,-1,-1,-1,-1,0,0.0089820359281437,0.009908115327929257,0,0.7789473684210526,0.5716192170818505,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
1,0,1,0,0.8888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.016467065868263464,0.14712486182756082,0,0.4842105263157895,0.5680604982206404,0,0,1,0,0,1,0,0,0,1,0.25,0.25
1,0,1,1,0.7222222222222222,1,1,-1,-1,-1,-1,-1,-1,0,0.044910179640718556,0.1445168570375829,0,0.30526315789473685,0.6492437722419929,0,0,1,0,0,1,0,0,0,1,0.25,0.21428571428571427
1,0,1,1,0.3055555555555555,1,0,-1,-1,-1,-1,-1,-1,0,0.004990019960079833,0.05228099668386147,0,0.2631578947368421,0.513567615658363,0,0,1,1,0,0,1,0,0,0,0.0,0.0
1,0,1,0,0.6388888888888888,1,0,0,1,0,1,1,0,1,0.45558882235528947,0.34652496315401626,0,0.37894736842105264,0.599644128113879,1,0,0,0,0,1,0,1,0,0,0.3333333333333333,0.3333333333333333
0,0,0,0,0.7777777777777777,1,0,1,0,1,0,0,0,0,0.3408183632734531,0.3476994288872513,0,0.6105263157894736,0.6116548042704625,1,0,0,0,1,0,0,0,0,1,0.25,0.1111111111111111
0,0,1,1,0.4444444444444444,0,-1,0,0,1,1,0,0,1,0.17664670658682635,0.13253615512159175,0,0.42105263157894735,0.13478647686832734,1,0,0,0,1,0,0,0,0,1,0.0,0.2222222222222222
1,0,0,0,0.2222222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.004990019960079833,0.03761168938835667,0,0.5789473684210527,0.5189056939501779,0,0,1,0,1,0,0,0,0,1,0.0,0.2875
1,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.013473053892215536,0.0022913596168017687,0,0.46315789473684205,0.0015569395017793197,0,0,1,1,0,0,1,0,0,0,0.25,0.26666666666666666
1,0,1,1,0.5833333333333333,1,0,-1,-1,-1,-1,-1,-1,1,0.004990019960079833,0.08772222733971999,0,0.7894736842105263,0.6868327402135231,0,0,1,0,1,0,0,0,1,0,0.0,0.16666666666666666
0,1,0,0,0.013888888888888888,1,1,0,0,0,0,1,1,1,0.7529940119760479,0.010823507737656597,1,0.6526315789473685,0.4833185053380783,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,1,1,0.18055555555555555,1,0,-1,-1,-1,-1,-1,-1,0,0.009980039920159695,0.030547623434045695,0,0.5263157894736843,0.1808274021352313,0,0,1,0,0,1,0,0,0,1,0.0,0.18181818181818182
0,1,0,0,0.1388888888888889,1,0,0,1,0,0,0,0,1,0.5419161676646707,0.07929370854826824,1,0.9894736842105263,0.2637900355871886,0,1,0,1,0,0,0,0,1,0,0.5,0.2875
1,0,1,1,1.0,0,-1,0,1,0,1,1,1,0,0.3502994011976048,0.4357037582903464,0,0.4421052631578947,0.7773576512455515,1,0,0,0,0,1,0,1,0,0,0.4,0.2653061224489796
0,0,1,0,0.1388888888888889,1,1,0,0,1,0,1,1,1,0.7979041916167664,0.11949037398673547,1,0.9052631578947368,0.5556049822064056,0,1,0,1,0,0,0,0,1,0,0.75,0.75
0,0,0,0,0.736111111111111,1,1,0,0,0,0,1,0,0,0.6676646706586826,0.5201328758290347,1,0.894736842105263,0.6116548042704625,0,1,0,1,0,0,1,0,0,0,0.25,0.25
0,1,0,0,0.19444444444444442,1,0,0,0,0,0,1,1,0,0.717564870259481,0.1457834377302874,1,0.9578947368421054,0.6169928825622776,0,1,0,1,0,0,0,1,0,0,0.25,0.25
0,0,0,0,0.2361111111111111,1,0,0,0,0,0,0,0,0,0.25998003992015967,0.07845891672807664,0,0.6526315789473685,0.028247330960854078,1,0,0,0,1,0,0,0,0,1,0.25,0.33884297520661155
0,0,1,1,0.06944444444444445,1,1,-1,-1,-1,-1,-1,-1,1,0.07335329341317365,0.015544399410464262,1,0.8210526315789473,0.022019572953736632,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.2875
1,0,0,0,0.08333333333333333,1,0,1,1,0,0,0,0,0,0.37624750499001997,0.04480241341193811,1,0.9473684210526316,0.46863879003558717,1,0,0,1,0,0,0,0,1,0,0.25,0.42857142857142855
0,0,0,0,0.041666666666666664,1,0,-1,-1,-1,-1,-1,-1,1,0.021956087824351295,0.007726142225497421,0,0.2631578947368421,0.0896352313167259,0,0,1,1,0,0,0,1,0,0,0.0,0.2857142857142857
1,0,1,0,0.40277777777777773,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.06598309690493737,0,0.5684210526315789,0.15769572953736655,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
1,0,1,1,1.0,1,1,1,1,0,0,1,0,1,0.7719560878243514,0.8007265567428151,0,0.2631578947368421,0.49154804270462626,0,1,0,0,0,1,1,0,0,0,0.5,0.5
0,1,1,0,0.6805555555555555,1,0,0,1,0,0,0,0,0,0.31187624750499,0.2761606484893147,0,0.3368421052631579,0.5122330960854092,1,0,0,0,0,1,0,0,0,1,0.25,0.33884297520661155
0,0,1,0,0.40277777777777773,1,0,1,0,0,0,1,1,0,0.7594810379241517,0.3050329310980104,1,0.6842105263157894,0.6999555160142349,0,1,0,1,0,0,0,1,0,0,0.25,0.25
0,0,0,0,0.08333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.003992015968063867,0.01268307848194547,0,0.6631578947368422,0.8712188612099644,0,0,1,1,0,0,0,0,0,1,0.5,0.5
1,1,0,0,0.2777777777777778,1,1,0,1,1,0,0,1,1,0.7539920159680638,0.20523212969786297,1,0.8631578947368421,0.1474644128113879,0,1,0,1,0,0,0,0,1,0,0.5,0.16666666666666666
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0.3193612774451097,0.00582051400147384,1,0.8631578947368421,0.31516903914590744,1,0,0,1,0,0,0,0,1,0,0.5,0.3333333333333333
0,1,0,0,0.9444444444444444,1,0,-1,-1,-1,-1,-1,-1,1,0.01447105788423153,0.16074060427413414,0,0.5263157894736843,0.9192615658362989,0,0,1,0,0,1,0,1,0,0,0.4,0.4
1,1,0,0,0.29166666666666663,1,1,0,0,0,0,1,1,1,0.7554890219560879,0.22726487656595434,1,0.7157894736842105,0.6263345195729536,0,1,0,1,0,0,0,0,1,0,1.0,1.0
1,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.018463073852295397,0.002348931466470155,0,0.16842105263157894,0.03314056939501775,0,0,1,1,0,0,0,0,0,1,0.0,0.030303030303030304
0,0,0,0,0.041666666666666664,0,-1,0,0,0,1,0,0,1,0.11177644710578843,0.011151667280766397,0,0.5263157894736843,0.3162811387900355,1,0,0,1,0,0,0,0,1,0,0.0,0.0
1,0,1,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.27295409181636726,0.05825695467943995,0,0.5789473684210527,0.8423042704626335,1,0,0,1,0,0,1,0,0,0,0.2,0.2
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.967564870259481,0.9701029384672072,0,0.631578947368421,0.4479537366548042,0,1,0,0,0,1,0,0,1,0,0.0,0.1111111111111111
0,0,0,0,0.7083333333333333,1,0,1,0,0,0,1,0,0,0.6766467065868262,0.4913354366249079,0,0.7263157894736842,0.7357651245551601,0,1,0,0,1,0,0,0,0,1,0.0,0.0
0,0,0,0,0.1388888888888889,1,0,0,0,1,0,1,1,1,0.7619760479041917,0.12076846904937362,1,0.8210526315789473,0.18438612099644125,0,1,0,1,0,0,0,0,1,0,1.0,0.2972972972972973
0,1,0,0,0.125,1,1,0,1,0,0,1,1,1,0.8073852295409183,0.10586311717022846,1,0.9263157894736842,0.06895017793594305,0,1,0,1,0,0,0,1,0,0,0.25,0.18181818181818182
1,0,0,0,0.9027777777777777,1,1,0,1,1,0,1,0,1,0.7679640718562875,0.7085770541635963,0,0.3157894736842105,0.9230427046263344,0,1,0,0,1,0,0,0,1,0,0.6,0.6
0,0,0,0,0.08333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.0209580838323353,0.012585206337509213,0,0.7789473684210526,0.2809163701067615,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
0,0,1,0,0.5833333333333333,0,-1,1,0,1,1,1,0,0,0.2954091816367265,0.23400654016212236,0,0.21052631578947367,0.14902135231316727,1,0,0,0,0,1,0,1,0,0,0.0,0.25
1,1,1,0,0.6666666666666666,1,1,1,1,1,1,1,1,0,0.9870259481037924,0.6262550663227708,1,0.6526315789473685,0.8701067615658363,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,1,0.015469061876247525,0.0023143883566691236,1,0.9473684210526316,0.6516903914590747,0,0,1,1,0,0,0,0,0,1,0.2,0.33884297520661155
0,0,1,1,0.6388888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.013972055888223534,0.09929992630803243,0,0.736842105263158,0.34942170818505336,0,0,1,0,0,1,0,1,0,0,0.25,0.20833333333333334
0,1,1,1,0.6527777777777778,1,0,0,1,0,0,1,0,1,0.6626746506986028,0.462653141120118,0,0.6631578947368422,0.307161921708185,0,1,0,0,1,0,1,0,0,0,0.0,0.030303030303030304
0,0,1,1,0.5277777777777778,1,1,0,0,1,0,1,1,1,0.8243512974051896,0.455589075165807,0,0.30526315789473685,0.3858985765124555,0,1,0,1,0,0,0,1,0,0,0.0,0.25
0,0,0,0,0.8333333333333333,1,0,1,1,1,0,0,0,0,0.4276447105788423,0.41892156411201187,0,0.3684210526315789,0.9354982206405694,1,0,0,0,0,1,0,0,1,0,0.5,0.5
1,0,1,0,0.1111111111111111,1,0,0,1,0,0,1,0,1,0.6487025948103793,0.07830347273397201,1,0.631578947368421,0.19483985765124556,0,1,0,1,0,0,0,0,1,0,0.5,0.2857142857142857
0,0,1,0,0.06944444444444445,1,1,1,0,1,0,0,0,1,0.658183632734531,0.052246453574060436,1,0.9789473684210526,0.6979537366548042,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,0,0,0.375,1,0,1,0,1,1,1,0,0,0.5069860279441116,0.22191645173176128,0,0.5789473684210527,0.09942170818505336,1,0,0,0,1,0,0,1,0,0,0.0,0.3037974683544304
0,0,0,1,0.08333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.010978043912175633,0.011617999263080327,0,0.30526315789473685,0.05071174377224197,0,0,1,1,0,0,0,0,0,1,0.0,0.0
1,1,1,1,0.1111111111111111,1,1,0,1,0,0,0,0,1,0.6197604790419162,0.0729205047899779,1,0.6736842105263159,0.7337633451957294,0,1,0,1,0,0,0,1,0,0,0.4,0.2653061224489796
1,0,1,0,0.6805555555555555,1,0,-1,-1,-1,-1,-1,-1,1,0.015968063872255467,0.11207511974944732,0,0.3368421052631579,0.7604537366548042,0,0,1,0,0,1,1,0,0,0,0.0,0.14285714285714285
0,0,1,0,0.8333333333333333,1,0,1,1,1,1,0,0,1,0.4720558882235529,0.45231899410464266,0,0.45263157894736844,0.4559608540925266,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.3333333333333333
1,0,1,1,0.7083333333333333,1,1,0,0,1,0,0,1,1,0.7145708582834331,0.5244622789240974,0,0.17894736842105263,0.8205071174377224,0,1,0,0,1,0,0,0,1,0,0.3333333333333333,0.3333333333333333
0,1,1,0,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.5144710578842315,0.0538354366249079,1,0.8210526315789473,0.37055160142348753,0,1,0,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
1,0,0,0,0.1111111111111111,1,0,1,0,0,0,1,0,0,0.6626746506986028,0.0769620486366986,1,0.8,0.5413701067615658,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
0,0,0,0,0.027777777777777776,1,0,-1,-1,-1,-1,-1,-1,0,0.013972055888223534,0.005492354458364039,0,0.5894736842105264,0.33029359430604976,0,0,1,0,1,0,0,0,0,1,0.0,0.13333333333333333
0,0,1,1,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.0022856024318349305,0,0.15789473684210525,0.13678825622775792,0,0,1,0,1,0,0,1,0,0,0.3333333333333333,0.25274725274725274
1,0,1,0,0.25,1,0,1,0,0,0,0,0,0,0.561377245508982,0.1655823968312454,0,0.35789473684210527,0.6241103202846975,0,1,0,1,0,0,0,0,1,0,0.6666666666666666,0.6666666666666666
1,0,1,1,0.3472222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.015469061876247525,0.05596559506263818,0,0.43157894736842106,0.734653024911032,0,0,1,0,0,1,0,0,0,1,0.0,0.0
0,0,1,0,0.25,1,0,0,0,1,1,0,0,0,0.595309381237525,0.16911730840088432,0,0.7789473684210526,0.1841637010676156,0,1,0,1,0,0,0,0,1,0,0.0,0.0
0,0,0,0,0.40277777777777773,1,0,0,1,0,1,1,0,0,0.7095808383233533,0.3020967667649227,0,0.4842105263157895,0.1508007117437722,0,1,0,1,0,0,0,0,0,1,0.0,0.47058823529411764
0,0,0,0,0.2638888888888889,0,-1,0,0,1,0,1,0,1,0.21057884231536922,0.08444063190862197,1,0.7684210526315789,0.20685053380782914,1,0,0,1,0,0,0,0,1,0,0.2,0.3157894736842105
1,0,0,0,0.09722222222222221,1,1,0,0,0,0,0,0,1,0.5518962075848304,0.05886721628592484,1,0.6526315789473685,0.10453736654804269,0,1,0,1,0,0,0,0,1,0,0.6,0.3333333333333333
1,0,0,0,0.3333333333333333,1,1,-1,-1,-1,-1,-1,-1,0,0.06037924151696608,0.06969072402358144,0,0.6000000000000001,0.47686832740213514,0,0,1,0,1,0,1,0,0,0,0.25,0.25
0,0,1,0,0.5972222222222222,1,0,0,0,0,0,1,0,1,0.37724550898203596,0.2753258566691231,0,0.6842105263157894,0.6505782918149466,1,0,0,0,1,0,0,0,0,1,0.5,0.4
0,0,0,0,0.375,1,0,1,0,0,0,0,0,0,0.31736526946107785,0.16250806005895357,0,0.7578947368421052,0.7951512455516013,1,0,0,1,0,0,0,0,0,1,0.0,0.0
0,1,1,1,0.9444444444444444,1,1,0,1,1,0,0,0,1,0.6596806387225549,0.6544307295504791,0,0.7052631578947368,0.9788701067615658,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.016467065868263464,0.0023259027266028004,1,0.9894736842105263,0.7595640569395018,0,0,1,1,0,0,0,0,0,1,0.25,0.25
